date,close,volume
2024-08-05,3055.0,56000
2024-08-06,3295.0,63300
2024-08-07,3340.0,26300
2024-08-08,3210.0,65300
2024-08-09,3310.0,68100
2024-08-13,3380.0,37100
2024-08-14,3380.0,31000
2024-08-15,3410.0,31200
2024-08-16,3550.0,40000
2024-08-19,3505.0,51400
2024-08-20,3570.0,30500
2024-08-21,3585.0,18800
2024-08-22,3640.0,24200
2024-08-23,3555.0,28900
2024-08-26,3505.0,23200
2024-08-27,3535.0,24900
2024-08-28,3570.0,29400
2024-08-29,3515.0,23100
2024-08-30,3585.0,51500
2024-09-02,3560.0,23600
2024-09-03,3600.0,30600
2024-09-04,3450.0,41700
2024-09-05,3410.0,43700
2024-09-06,3385.0,38700
2024-09-09,3350.0,53400
2024-09-10,3360.0,34900
2024-09-11,3345.0,33400
2024-09-12,3425.0,37100
2024-09-13,3420.0,59800
2024-09-17,3390.0,28100
2024-09-18,3370.0,27900
2024-09-19,3455.0,68500
2024-09-20,3505.0,48600
2024-09-24,3490.0,24400
2024-09-25,3455.0,44300
2024-09-26,3525.0,79900
2024-09-27,3560.0,34500
2024-09-30,3485.0,42700
2024-10-01,3525.0,31800
2024-10-02,3475.0,25400
2024-10-03,3540.0,24300
2024-10-04,3590.0,39100
2024-10-07,3635.0,26000
2024-10-08,3630.0,29900
2024-10-09,3635.0,19600
2024-10-10,3600.0,23600
2024-10-11,3580.0,25400
2024-10-15,3590.0,42000
2024-10-16,3460.0,41500
2024-10-17,3440.0,67700
2024-10-18,3410.0,21100
2024-10-21,3415.0,20600
2024-10-22,3385.0,30300
2024-10-23,3370.0,14600
2024-10-24,3340.0,23100
2024-10-25,3300.0,32300
2024-10-28,3330.0,34700
2024-10-29,3350.0,36900
2024-10-30,3420.0,83600
2024-10-31,3560.0,55800
2024-11-01,3450.0,26200
2024-11-05,3480.0,22600
2024-11-06,3495.0,22000
2024-11-07,3585.0,43100
2024-11-08,3900.0,145500
2024-11-11,3850.0,55400
2024-11-12,3815.0,37000
2024-11-13,3840.0,61100
2024-11-14,3815.0,37300
2024-11-15,3695.0,39800
2024-11-18,3730.0,27000
2024-11-19,3825.0,57800
2024-11-20,3730.0,37300
2024-11-21,3730.0,17900
2024-11-22,3740.0,28300
2024-11-25,3710.0,33000
2024-11-26,3775.0,68400
2024-11-27,3750.0,30500
2024-11-28,3890.0,62000
2024-11-29,4050.0,98400
2024-12-02,3995.0,71300
2024-12-03,4015.0,77200
2024-12-04,3920.0,48700
2024-12-05,4005.0,44800
2024-12-06,3975.0,40300
2024-12-09,4000.0,29700
2024-12-10,3920.0,71300
2024-12-11,3880.0,30800
2024-12-12,3905.0,50600
2024-12-13,3895.0,32700
2024-12-16,3905.0,21100
2024-12-17,3845.0,26700
2024-12-18,3830.0,21300
2024-12-19,3890.0,48200
2024-12-20,3790.0,60700
2024-12-23,3880.0,23300
2024-12-24,3760.0,36700
2024-12-25,3820.0,17600
2024-12-26,3785.0,38100
2024-12-27,3845.0,34400
2024-12-30,3845.0,33700
2025-01-06,3760.0,46900
2025-01-07,3745.0,34500
2025-01-08,3720.0,35400
2025-01-09,3715.0,35300
2025-01-10,3680.0,23100
2025-01-14,3540.0,112300
2025-01-15,3605.0,31200
2025-01-16,3535.0,53200
2025-01-17,3560.0,42200
2025-01-20,3620.0,18300
2025-01-21,3595.0,34900
2025-01-22,3615.0,24600
2025-01-23,3640.0,26300
2025-01-24,3625.0,19300
2025-01-27,3605.0,30100
2025-01-28,3630.0,36500
2025-01-29,3625.0,28000
2025-01-30,3620.0,31400
2025-01-31,3625.0,28600
2025-02-03,3550.0,73300
2025-02-04,3585.0,40600
2025-02-05,3585.0,43400
2025-02-06,3640.0,43600
2025-02-07,3865.0,188700
2025-02-10,3935.0,84500
2025-02-12,4000.0,51000
2025-02-13,4040.0,44100
2025-02-14,3965.0,38300
2025-02-17,3885.0,40500
2025-02-18,3870.0,30800
2025-02-19,3835.0,39800
2025-02-20,3730.0,30700
2025-02-21,3665.0,36200
2025-02-25,3550.0,108200
2025-02-26,3460.0,97100
2025-02-27,3520.0,49100
2025-02-28,3400.0,78200
2025-03-03,3410.0,42000
2025-03-04,3395.0,51400
2025-03-05,3440.0,67100
2025-03-06,3460.0,24100
2025-03-07,3415.0,41100
2025-03-10,3395.0,29000
2025-03-11,3360.0,43600
2025-03-12,3350.0,67600
2025-03-13,3380.0,71300
2025-03-14,3395.0,55400
2025-03-17,3430.0,47000
2025-03-18,3380.0,55200
2025-03-19,3400.0,44400
2025-03-21,3405.0,40100
2025-03-24,3380.0,31500
2025-03-25,3395.0,21400
2025-03-26,3425.0,45500
2025-03-27,3390.0,55200
2025-03-28,3295.0,67800
2025-03-31,3230.0,68800
2025-04-01,3235.0,47300
2025-04-02,3240.0,47800
2025-04-03,3170.0,60000
2025-04-04,3055.0,74000
2025-04-07,2846.0,76100
2025-04-08,2996.0,48200
2025-04-09,2963.0,78200
2025-04-10,3135.0,49600
2025-04-11,3080.0,48500
2025-04-14,3125.0,33500
2025-04-15,3120.0,30600
2025-04-16,3125.0,39800
2025-04-17,3125.0,27000
2025-04-18,3135.0,26900
2025-04-21,3100.0,18800
2025-04-22,3115.0,20600
2025-04-23,3165.0,34200
2025-04-24,3175.0,18200
2025-04-25,3180.0,29800
2025-04-28,3190.0,70500
2025-04-30,3150.0,62300
2025-05-01,3185.0,29000
2025-05-02,3190.0,26200
2025-05-07,3220.0,31700
2025-05-08,3180.0,24600
2025-05-09,3220.0,27200
2025-05-12,3275.0,27400
2025-05-13,3275.0,34200
2025-05-14,3305.0,69600
2025-05-15,3285.0,43500
2025-05-16,3250.0,37200
2025-05-19,3185.0,29800
2025-05-20,3215.0,44100
2025-05-21,3270.0,45000
2025-05-22,3210.0,35600
2025-05-23,3195.0,21400
2025-05-26,3145.0,41000
2025-05-27,3210.0,18500
2025-05-28,3180.0,45900
2025-05-29,3210.0,43100
2025-05-30,3210.0,22900
2025-06-02,3125.0,30700
2025-06-03,3085.0,22600
2025-06-04,3200.0,51000
2025-06-05,3170.0,78100
2025-06-06,3180.0,70700
2025-06-09,3250.0,68400
2025-06-10,3230.0,59000
2025-06-11,3270.0,72400
2025-06-12,3235.0,68800
2025-06-13,3100.0,53000
2025-06-16,3115.0,37900
2025-06-17,3135.0,32600
2025-06-18,3200.0,25900
2025-06-19,3210.0,26000
2025-06-20,3280.0,119500
2025-06-23,3210.0,34200
2025-06-24,3295.0,50400
2025-06-25,3290.0,34300
2025-06-26,3330.0,43100
2025-06-27,3340.0,62300
2025-06-30,3320.0,45300
2025-07-01,3210.0,42800
2025-07-02,3165.0,41700
2025-07-03,3195.0,32600
2025-07-04,3170.0,28200
2025-07-07,3150.0,34700
2025-07-08,3175.0,34000
2025-07-09,3245.0,53200
2025-07-10,3240.0,47500
2025-07-11,3295.0,44000
2025-07-14,3315.0,36600
2025-07-15,3325.0,28900
2025-07-16,3330.0,26200
2025-07-17,3385.0,23300
2025-07-18,3375.0,34800
2025-07-22,3375.0,37600
2025-07-23,3435.0,54200
2025-07-24,3450.0,40800
2025-07-25,3465.0,29200
2025-07-28,3495.0,31300
2025-07-29,3520.0,28700
2025-07-30,3520.0,24100
2025-07-31,3585.0,41900
2025-08-01,3610.0,42800
2025-08-04,3565.0,32400
2025-08-05,3590.0,35900
2025-08-06,3655.0,39100
2025-08-07,3655.0,36400
2025-08-08,3865.0,183000
2025-08-12,3925.0,66000
2025-08-13,4110.0,111100
2025-08-14,4140.0,95100
2025-08-15,4350.0,138400
2025-08-18,4365.0,82400
2025-08-19,4320.0,62300
2025-08-20,4260.0,36800
2025-08-21,4310.0,44200
2025-08-22,4360.0,50000
2025-08-25,4365.0,33600
2025-08-26,4325.0,69300
2025-08-27,4325.0,48600
2025-08-28,4335.0,44200
2025-08-29,4295.0,30300
2025-09-01,4410.0,78600
2025-09-02,4410.0,51300
2025-09-03,4410.0,54000
2025-09-04,4405.0,44700
2025-09-05,4430.0,44300
2025-09-08,4620.0,102300
2025-09-09,4530.0,68900
2025-09-10,4495.0,44200
2025-09-11,4515.0,47500
2025-09-12,4710.0,133200
2025-09-16,4750.0,108200
2025-09-17,4670.0,87900
2025-09-18,4685.0,62400
2025-09-19,4615.0,113300
2025-09-22,4725.0,63600
2025-09-24,4680.0,66800
2025-09-25,4675.0,49300
2025-09-26,4690.0,66700
2025-09-29,4630.0,56400
2025-09-30,4565.0,70800
2025-10-01,4475.0,69200
2025-10-02,4505.0,89100
2025-10-03,4630.0,62900
2025-10-06,4745.0,91500
2025-10-07,4745.0,80000
2025-10-08,4620.0,46300
2025-10-09,4775.0,81900
2025-10-10,4600.0,62300
2025-10-14,4485.0,62500
2025-10-15,4575.0,138100
2025-10-16,4630.0,75400
2025-10-17,4670.0,72900
2025-10-20,4615.0,80600
2025-10-21,4595.0,66000
2025-10-22,4580.0,44100
2025-10-23,4535.0,55600
2025-10-24,4605.0,66700
2025-10-27,4710.0,63500
2025-10-28,4515.0,55900
2025-10-29,4495.0,68300
2025-10-30,4515.0,61900
2025-10-31,4550.0,80400
2025-11-04,4540.0,110700
2025-11-05,4410.0,78800
2025-11-06,4510.0,92500
2025-11-07,4615.0,145900
2025-11-10,4335.0,196100
2025-11-11,4270.0,84100
2025-11-12,4385.0,109400
2025-11-13,4400.0,54600
2025-11-14,4330.0,63300
2025-11-17,4485.0,77500
2025-11-18,4295.0,106700
2025-11-19,4220.0,80900
2025-11-20,4325.0,66700
2025-11-21,4300.0,54600
2025-11-25,4300.0,68000
2025-11-26,4340.0,84900
2025-11-27,4490.0,72600
2025-11-28,4520.0,66600
2025-12-01,4510.0,48500
2025-12-02,4410.0,47700
2025-12-03,4415.0,50200
2025-12-04,4425.0,41100
2025-12-05,4350.0,42100
2025-12-08,4460.0,57100
2025-12-09,4345.0,54500
2025-12-10,5050.0,387600
2025-12-11,5180.0,392400
2025-12-12,5120.0,142700
2025-12-15,5220.0,71200
2025-12-16,4995.0,133700
2025-12-17,5040.0,87600
2025-12-18,4965.0,79200
2025-12-19,5040.0,103200
2025-12-22,5090.0,54500
2025-12-23,5070.0,29100
2025-12-24,5050.0,32400
2025-12-25,5030.0,35900
2025-12-26,4970.0,35000
2025-12-29,4995.0,59800
2025-12-30,4895.0,63900
2026-01-05,4890.0,84500
2026-01-06,5060.0,106600
2026-01-07,5180.0,63900
2026-01-08,4995.0,54400
2026-01-09,4995.0,66300
2026-01-13,5200.0,115400
2026-01-14,5370.0,100700
2026-01-15,5500.0,88400
2026-01-16,5560.0,45400
2026-01-19,5560.0,39200
2026-01-20,5440.0,46000
2026-01-21,5410.0,81100
2026-01-22,5680.0,135400
2026-01-23,5700.0,86200
2026-01-26,5450.0,47200
2026-01-27,5710.0,119400
2026-01-28,5650.0,106100
2026-01-29,5670.0,79700
2026-01-30,5650.0,89000
2026-02-02,5620.0,92200
2026-02-03,5820.0,81200
2026-02-04,5810.0,74400
2026-02-05,5930.0,173700
2026-02-06,5650.0,238000
2026-02-09,5700.0,159600
2026-02-10,5760.0,106800
2026-02-12,6050.0,127500
2026-02-13,5930.0,53100
2026-02-16,6150.0,130100
2026-02-17,6230.0,76800
2026-02-18,6350.0,115400
2026-02-19,6520.0,132500
2026-02-20,6660.0,213600
2026-02-24,6850.0,195300
2026-02-25,6970.0,153500
2026-02-26,6810.0,138800
2026-02-27,6970.0,102700
2026-03-02,6970.0,98800
2026-03-03,6420.0,207300
2026-03-04,6000.0,201200
2026-03-05,6150.0,131600
2026-03-06,6080.0,92400
2026-03-09,5760.0,171500
2026-03-10,5970.0,146400
2026-03-11,6140.0,93100
2026-03-12,5960.0,119200
2026-03-13,5900.0,138300
2026-03-16,5860.0,85500
2026-03-17,5870.0,91600
2026-03-18,6020.0,72300
2026-03-19,5620.0,141400
2026-03-23,5410.0,150600
2026-03-24,5590.0,99400
2026-03-25,5790.0,66000
2026-03-26,5820.0,47800
2026-03-27,5700.0,79300
2026-03-30,5420.0,110400
2026-03-31,5320.0,105900
2026-04-01,5630.0,52300
2026-04-02,5530.0,84100
2026-04-03,5560.0,41200
2026-04-06,5680.0,40300
2026-04-07,5720.0,39800
2026-04-08,6070.0,88900
2026-04-09,6030.0,53900
2026-04-10,6140.0,68800
2026-04-13,6080.0,75500
2026-04-14,6230.0,74800
2026-04-15,6260.0,56900
2026-04-16,6340.0,75700
2026-04-17,6230.0,54900
2026-04-20,6210.0,61400
2026-04-21,6270.0,56800
2026-04-22,6290.0,69200
2026-04-23,6150.0,79000
2026-04-24,6250.0,93800
2026-04-27,6400.0,87100
2026-04-28,6710.0,115300
2026-04-30,6630.0,119500
2026-05-01,6580.0,57700
2026-05-07,6970.0,132200
2026-05-08,7050.0,116600
2026-05-11,7010.0,110300
2026-05-12,7400.0,217500
2026-05-13,7620.0,386600
2026-05-14,7710.0,113500
2026-05-15,7450.0,97100
2026-05-18,7310.0,90000
2026-05-19,7160.0,103000
2026-05-20,7030.0,126000
2026-05-21,7250.0,83400
2026-05-22,7290.0,121300
2026-05-25,7250.0,132500
2026-05-26,7430.0,120900
2026-05-27,7290.0,121300
2026-05-28,7360.0,138800
2026-05-29,7340.0,112000
2026-06-01,7430.0,136900
2026-06-02,7380.0,98700
2026-06-03,7550.0,67300
2026-06-04,7500.0,80500
2026-06-05,7450.0,79900
2026-06-08,6900.0,166100
2026-06-09,6840.0,157500
2026-06-10,6710.0,87100
2026-06-11,6810.0,72600
2026-06-12,6960.0,110700
2026-06-15,7320.0,47700
2026-06-16,7180.0,67500
2026-06-17,7180.0,37800
2026-06-18,7260.0,58500
2026-06-19,7460.0,102800
2026-06-22,7710.0,113900
2026-06-23,7650.0,111000
2026-06-24,7640.0,80500
2026-06-25,8000.0,134900
2026-06-26,7910.0,86400
2026-06-29,7780.0,134300
2026-06-30,7650.0,87100
2026-07-01,7760.0,48300
2026-07-02,7490.0,45400
2026-07-03,7330.0,154400
2026-07-06,7220.0,78100
2026-07-07,6960.0,82700
2026-07-08,6620.0,117000
2026-07-09,6920.0,92800
2026-07-10,7000.0,63400
2026-07-13,6720.0,95500
2026-07-14,6610.0,100300
2026-07-15,6800.0,114500
2026-07-16,6570.0,49500
2026-07-17,6120.0,143900
2026-07-21,6340.0,76200
2026-07-22,6450.0,105500
2026-07-23,6430.0,107800
2026-07-24,6200.0,59500
2026-07-27,6170.0,60700
2026-07-28,5720.0,105100
2026-07-29,5520.0,157400
2026-07-30,5610.0,124100
2026-07-31,5910.0,164200
2026-08-03,6000.0,135300
2026-08-04,6380.0,114600
