date,close,volume
2024-08-05,4208.0,4596600
2024-08-06,4446.0,4291800
2024-08-07,4510.0,3944000
2024-08-08,3810.0,3754700
2024-08-09,3350.0,19548400
2024-08-13,3415.0,7309800
2024-08-14,3426.0,4314000
2024-08-15,3400.0,3649500
2024-08-16,3520.0,4313300
2024-08-19,3480.0,2971500
2024-08-20,3553.0,3027500
2024-08-21,3342.0,6440800
2024-08-22,3367.0,3680600
2024-08-23,3360.0,1963800
2024-08-26,3389.0,2773400
2024-08-27,3414.0,1475100
2024-08-28,3343.0,2305900
2024-08-29,3275.0,3349700
2024-08-30,3261.0,4206500
2024-09-02,3213.0,2342900
2024-09-03,3210.0,2726200
2024-09-04,3094.0,4259700
2024-09-05,3095.0,3072000
2024-09-06,3247.0,4854800
2024-09-09,3206.0,3373000
2024-09-10,3199.0,2191300
2024-09-11,3121.0,3752100
2024-09-12,3212.0,2780600
2024-09-13,3345.0,4804500
2024-09-17,3338.0,3144200
2024-09-18,3347.0,2372500
2024-09-19,3370.0,1625600
2024-09-20,3414.0,2995300
2024-09-24,3560.0,4594600
2024-09-25,3671.0,6943800
2024-09-26,3785.0,6495400
2024-09-27,3986.0,7170500
2024-09-30,3875.0,4903000
2024-10-01,3848.0,3117300
2024-10-02,3812.0,3798300
2024-10-03,3781.0,3454700
2024-10-04,3822.0,2185900
2024-10-07,3836.0,2279800
2024-10-08,3604.0,4819100
2024-10-09,3728.0,4624700
2024-10-10,3690.0,1932400
2024-10-11,3690.0,1528200
2024-10-15,3686.0,1642800
2024-10-16,3426.0,5317100
2024-10-17,3456.0,3479600
2024-10-18,3412.0,3269200
2024-10-21,3408.0,1294600
2024-10-22,3391.0,1707800
2024-10-23,3360.0,2574500
2024-10-24,3291.0,1825100
2024-10-25,3327.0,1586200
2024-10-28,3339.0,1576800
2024-10-29,3418.0,2094100
2024-10-30,3383.0,2487000
2024-10-31,3360.0,1706500
2024-11-01,3158.0,4453600
2024-11-05,3200.0,2521900
2024-11-06,3118.0,3163000
2024-11-07,3182.0,3738700
2024-11-08,2959.0,10275100
2024-11-11,2854.0,5882100
2024-11-12,2851.5,3629100
2024-11-13,2841.5,3305400
2024-11-14,2802.5,3775900
2024-11-15,2775.0,3385000
2024-11-18,2769.5,3041800
2024-11-19,2730.5,2475400
2024-11-20,2740.5,2043600
2024-11-21,2748.0,1496800
2024-11-22,2729.0,2144600
2024-11-25,2833.0,4644900
2024-11-26,2835.5,2604500
2024-11-27,2806.0,1994500
2024-11-28,2876.5,2185100
2024-11-29,2855.5,2124400
2024-12-02,2666.5,10389400
2024-12-03,2654.5,5020900
2024-12-04,2700.5,4611000
2024-12-05,2717.5,3035700
2024-12-06,2734.0,3479000
2024-12-09,2706.5,4512300
2024-12-10,2813.5,8721500
2024-12-11,2794.0,2579200
2024-12-12,2833.0,2935500
2024-12-13,2801.0,2781600
2024-12-16,2746.0,1975200
2024-12-17,2787.0,1798500
2024-12-18,2767.5,2037600
2024-12-19,2763.0,2140200
2024-12-20,2710.5,3160200
2024-12-23,2697.0,1676800
2024-12-24,2683.0,1961300
2024-12-25,2679.0,1675100
2024-12-26,2725.0,2301800
2024-12-27,2797.0,2263700
2024-12-30,2786.5,1500100
