date,close,volume
2024-08-05,1691.5,1826600
2024-08-06,1775.5,1576900
2024-08-07,1806.5,1174700
2024-08-08,1801.5,887400
2024-08-09,1806.5,1331500
2024-08-13,1801.5,827200
2024-08-14,1820.0,750400
2024-08-15,1843.5,741100
2024-08-16,1854.0,1419800
2024-08-19,1859.0,634100
2024-08-20,1873.0,675200
2024-08-21,1862.0,496100
2024-08-22,1864.5,672200
2024-08-23,1890.0,603600
2024-08-26,1902.0,843600
2024-08-27,1929.5,722100
2024-08-28,1905.5,608800
2024-08-29,1897.5,441600
2024-08-30,1888.5,608900
2024-09-02,1882.5,599200
2024-09-03,1865.0,773800
2024-09-04,1852.5,1130900
2024-09-05,1874.0,875100
2024-09-06,1872.0,796800
2024-09-09,1890.5,1080800
2024-09-10,1938.0,983900
2024-09-11,1885.0,1110200
2024-09-12,1879.0,699200
2024-09-13,1849.5,902600
2024-09-17,1858.0,692100
2024-09-18,1858.5,549400
2024-09-19,1868.5,717600
2024-09-20,1864.0,780600
2024-09-24,1880.0,681900
2024-09-25,1848.5,557200
2024-09-26,1880.0,848600
2024-09-27,1874.5,882100
2024-09-30,1818.5,983100
2024-10-01,1812.0,932700
2024-10-02,1805.5,710500
2024-10-03,1810.0,635000
2024-10-04,1820.0,677000
2024-10-07,1829.0,747300
2024-10-08,1808.5,807700
2024-10-09,1809.5,581900
2024-10-10,1810.0,386100
2024-10-11,1800.0,747100
2024-10-15,1808.5,560700
2024-10-16,1797.0,624200
2024-10-17,1783.0,629500
2024-10-18,1786.0,420000
2024-10-21,1762.0,682600
2024-10-22,1762.0,748800
2024-10-23,1749.0,598000
2024-10-24,1751.0,881900
2024-10-25,1752.0,469300
2024-10-28,1763.5,592400
2024-10-29,1783.5,690600
2024-10-30,1804.5,3268000
2024-10-31,1786.0,1520700
2024-11-01,1783.0,1008200
2024-11-05,1784.5,822900
2024-11-06,1810.5,1259400
2024-11-07,1855.0,975800
2024-11-08,1831.0,869500
2024-11-11,1806.0,761700
2024-11-12,1798.0,754000
2024-11-13,1822.0,735300
2024-11-14,1808.0,600500
2024-11-15,1828.0,1109200
2024-11-18,1836.5,700900
2024-11-19,1847.0,764800
2024-11-20,1840.0,498700
2024-11-21,1827.0,495300
2024-11-22,1828.0,378400
2024-11-25,1811.0,470000
2024-11-26,1819.0,385500
2024-11-27,1805.0,390500
2024-11-28,1845.0,505000
2024-11-29,1828.0,517800
2024-12-02,1843.5,473000
2024-12-03,1840.5,658800
2024-12-04,1827.5,494400
2024-12-05,1823.0,523700
2024-12-06,1822.0,386200
2024-12-09,1835.5,463600
2024-12-10,1824.0,414000
2024-12-11,1845.5,600600
2024-12-12,1857.0,538000
2024-12-13,1879.5,949100
2024-12-16,1875.0,360300
2024-12-17,1867.5,316200
2024-12-18,1844.0,287600
2024-12-19,1847.5,383600
2024-12-20,1820.0,758600
2024-12-23,1827.5,462000
2024-12-24,1823.0,288300
2024-12-25,1813.0,563100
2024-12-26,1830.0,649800
2024-12-27,1844.5,577000
2024-12-30,1842.0,572100
2025-01-06,1818.5,675700
2025-01-07,1812.5,513400
2025-01-08,1798.5,518300
2025-01-09,1784.0,481600
2025-01-10,1767.5,693700
2025-01-14,1761.5,709300
2025-01-15,1768.5,544300
2025-01-16,1750.0,569700
2025-01-17,1746.5,639600
2025-01-20,1751.5,509600
2025-01-21,1754.0,456700
2025-01-22,1757.0,480500
2025-01-23,1767.5,659100
2025-01-24,1758.0,764500
2025-01-27,1790.0,872900
2025-01-28,1806.0,849000
2025-01-29,1743.0,3773000
2025-01-30,1745.5,1570800
2025-01-31,1749.0,1017400
2025-02-03,1730.0,1193100
2025-02-04,1703.5,1246100
2025-02-05,1687.5,1413000
2025-02-06,1705.0,678000
2025-02-07,1706.0,674100
2025-02-10,1702.0,613700
2025-02-12,1693.0,702100
2025-02-13,1727.0,695800
2025-02-14,1712.5,746200
2025-02-17,1704.5,518900
2025-02-18,1702.5,1043000
2025-02-19,1706.0,479200
2025-02-20,1693.5,1219500
2025-02-21,1690.0,1007500
2025-02-25,1697.0,807400
2025-02-26,1698.0,1062700
2025-02-27,1703.0,746900
2025-02-28,1685.5,1405800
2025-03-03,1702.0,799400
2025-03-04,1695.0,940800
2025-03-05,1708.0,660400
2025-03-06,1716.5,615200
2025-03-07,1723.0,725200
2025-03-10,1727.5,754600
2025-03-11,1733.0,934100
2025-03-12,1735.5,838100
2025-03-13,1734.5,830600
2025-03-14,1736.0,966000
2025-03-17,1738.0,598400
2025-03-18,1759.0,941600
2025-03-19,1771.0,848400
2025-03-21,1771.0,2094400
2025-03-24,1766.5,777400
2025-03-25,1763.5,893200
2025-03-26,1765.0,966200
2025-03-27,1774.5,1524000
2025-03-28,1749.5,1971700
2025-03-31,1730.5,1379000
2025-04-01,1728.5,927700
2025-04-02,1701.0,964900
2025-04-03,1709.5,1216700
2025-04-04,1728.0,1526200
2025-04-07,1684.0,1557100
2025-04-08,1733.0,1256000
2025-04-09,1749.0,1318900
2025-04-10,1798.0,1520100
2025-04-11,1772.5,1266300
2025-04-14,1798.5,935700
2025-04-15,1792.5,648000
2025-04-16,1822.5,613400
2025-04-17,1831.0,765400
2025-04-18,1849.0,506300
2025-04-21,1872.0,653700
2025-04-22,1892.5,921800
2025-04-23,1901.5,955500
2025-04-24,1834.5,861200
2025-04-25,1829.0,786500
2025-04-28,1834.0,708800
2025-04-30,1842.5,687500
2025-05-01,1829.5,503800
2025-05-02,1846.0,555600
2025-05-07,1850.0,734600
2025-05-08,1854.5,664200
2025-05-09,1863.0,1127600
2025-05-12,1851.0,772200
2025-05-13,1832.0,750100
2025-05-14,1800.0,996500
2025-05-15,1813.5,703900
2025-05-16,1749.5,2342200
2025-05-19,1756.5,1653000
2025-05-20,1727.5,896200
2025-05-21,1726.0,653700
2025-05-22,1727.5,784000
2025-05-23,1734.0,668700
2025-05-26,1761.0,793400
